instance,master,x_um,y_um,width_um,height_um,category
_0964_,sg13g2_nand2_1,84.48,109.62,1.92,3.78,Other logic (includes oracle)
_0965_,sg13g2_a22oi_1,139.2,105.84,2.88,3.78,Other logic (includes oracle)
_0966_,sg13g2_a22oi_1,93.6,124.74,2.88,3.78,Other logic (includes oracle)
_0967_,sg13g2_a22oi_1,93.12,120.96,2.88,3.78,Other logic (includes oracle)
_0968_,sg13g2_nand3_1,90.72,120.96,2.4,3.78,Other logic (includes oracle)
_0969_,sg13g2_a221oi_1,78.72,102.06,3.84,3.78,Other logic (includes oracle)
_0970_,sg13g2_nand3_1,81.6,105.84,2.4,3.78,Other logic (includes oracle)
_0971_,sg13g2_nand2_1,76.32,136.08,1.92,3.78,Other logic (includes oracle)
_0972_,sg13g2_a22oi_1,91.68,98.28,2.88,3.78,Other logic (includes oracle)
_0973_,sg13g2_a22oi_1,64.8,90.72,2.88,3.78,Other logic (includes oracle)
_0974_,sg13g2_a22oi_1,149.28,117.18,2.88,3.78,Other logic (includes oracle)
_0975_,sg13g2_a22oi_1,112.32,120.96,2.88,3.78,Other logic (includes oracle)
_0976_,sg13g2_nand3_1,109.92,120.96,2.4,3.78,Other logic (includes oracle)
_0977_,sg13g2_a221oi_1,73.44,128.52,3.84,3.78,Other logic (includes oracle)
_0978_,sg13g2_nand3_1,76.32,132.3,2.4,3.78,Other logic (includes oracle)
_0979_,sg13g2_nand2_1,76.32,117.18,1.92,3.78,Other logic (includes oracle)
_0980_,sg13g2_a22oi_1,71.04,117.18,2.88,3.78,Other logic (includes oracle)
_0981_,sg13g2_a22oi_1,104.64,98.28,2.88,3.78,Other logic (includes oracle)
_0982_,sg13g2_a22oi_1,127.2,98.28,2.88,3.78,Other logic (includes oracle)
_0983_,sg13g2_a22oi_1,101.76,98.28,2.88,3.78,Other logic (includes oracle)
_0984_,sg13g2_nand3_1,103.68,94.5,2.4,3.78,Other logic (includes oracle)
_0985_,sg13g2_a221oi_1,98.88,94.5,3.84,3.78,Other logic (includes oracle)
_0986_,sg13g2_nand3_1,73.92,117.18,2.4,3.78,Other logic (includes oracle)
_0987_,sg13g2_nand2_1,79.2,117.18,1.92,3.78,Other logic (includes oracle)
_0988_,sg13g2_a22oi_1,79.68,113.4,2.88,3.78,Other logic (includes oracle)
_0989_,sg13g2_a22oi_1,120.96,113.4,2.88,3.78,Other logic (includes oracle)
_0990_,sg13g2_a22oi_1,91.68,102.06,2.88,3.78,Other logic (includes oracle)
_0991_,sg13g2_a22oi_1,89.76,105.84,2.88,3.78,Other logic (includes oracle)
_0992_,sg13g2_nand2_1,87.84,105.84,1.92,3.78,Other logic (includes oracle)
_0993_,sg13g2_a221oi_1,72.96,113.4,3.84,3.78,Other logic (includes oracle)
_0994_,sg13g2_nand4_1,76.8,113.4,2.88,3.78,Other logic (includes oracle)
_0995_,sg13g2_nand2_1,85.44,102.06,1.92,3.78,Other logic (includes oracle)
_0996_,sg13g2_a22oi_1,73.92,109.62,2.88,3.78,Other logic (includes oracle)
_0997_,sg13g2_a22oi_1,84.48,90.72,2.88,3.78,Other logic (includes oracle)
_0998_,sg13g2_a22oi_1,142.08,105.84,2.88,3.78,Other logic (includes oracle)
_0999_,sg13g2_a22oi_1,100.8,109.62,2.88,3.78,Other logic (includes oracle)
_1000_,sg13g2_nand2_1,86.88,109.62,1.92,3.78,Other logic (includes oracle)
_1001_,sg13g2_a221oi_1,87.84,98.28,3.84,3.78,Other logic (includes oracle)
_1002_,sg13g2_nand4_1,84.96,98.28,2.88,3.78,Other logic (includes oracle)
_1003_,sg13g2_a22oi_1,103.68,109.62,2.88,3.78,Other logic (includes oracle)
_1004_,sg13g2_a22oi_1,98.88,98.28,2.88,3.78,Other logic (includes oracle)
_1005_,sg13g2_a22oi_1,93.12,105.84,2.88,3.78,Other logic (includes oracle)
_1006_,sg13g2_a22oi_1,98.88,102.06,2.88,3.78,Other logic (includes oracle)
_1007_,sg13g2_a221oi_1,60.0,105.84,3.84,3.78,Other logic (includes oracle)
_1008_,sg13g2_and3_1,96.0,105.84,3.36,3.78,Other logic (includes oracle)
_1009_,sg13g2_nand3_1,98.4,109.62,2.4,3.78,Other logic (includes oracle)
_1010_,sg13g2_and4_1,40.32,117.18,3.84,3.78,Other logic (includes oracle)
_1011_,sg13g2_nand4_1,38.88,109.62,2.88,3.78,Other logic (includes oracle)
_1012_,sg13g2_nor2_1,38.4,102.06,1.92,3.78,Other logic (includes oracle)
_1013_,sg13g2_and4_1,32.16,98.28,3.84,3.78,Other logic (includes oracle)
_1014_,sg13g2_nand3_1,43.68,94.5,2.4,3.78,Other logic (includes oracle)
_1015_,sg13g2_nor2_1,51.84,94.5,1.92,3.78,Other logic (includes oracle)
_1016_,sg13g2_nand2_1,58.56,90.72,1.92,3.78,Other logic (includes oracle)
_1017_,sg13g2_inv_1,58.08,79.38,1.44,3.78,Other logic (includes oracle)
_1018_,sg13g2_a21oi_1,50.88,83.16,2.4,3.78,Other logic (includes oracle)
_1019_,sg13g2_nand3_1,34.56,117.18,2.4,3.78,Other logic (includes oracle)
_1020_,sg13g2_xnor2_1,34.56,109.62,3.84,3.78,Other logic (includes oracle)
_1021_,sg13g2_nand4_1,40.32,105.84,2.88,3.78,Other logic (includes oracle)
_1022_,sg13g2_xnor2_1,41.76,109.62,3.84,3.78,Other logic (includes oracle)
_1023_,sg13g2_nor2b_1,35.52,105.84,2.4,3.78,Other logic (includes oracle)
_1024_,sg13g2_xnor2_1,40.32,102.06,3.84,3.78,Other logic (includes oracle)
_1025_,sg13g2_nand2_1,25.44,98.28,1.92,3.78,Other logic (includes oracle)
_1026_,sg13g2_xnor2_1,27.36,98.28,3.84,3.78,Other logic (includes oracle)
_1027_,sg13g2_nand3_1,33.12,105.84,2.4,3.78,Other logic (includes oracle)
_1028_,sg13g2_xnor2_1,29.76,102.06,3.84,3.78,Other logic (includes oracle)
_1029_,sg13g2_nand4_1,35.52,102.06,2.88,3.78,Other logic (includes oracle)
_1030_,sg13g2_xnor2_1,36.0,98.28,3.84,3.78,Other logic (includes oracle)
_1031_,sg13g2_nand2_1,30.72,90.72,1.92,3.78,Other logic (includes oracle)
_1032_,sg13g2_xnor2_1,32.64,90.72,3.84,3.78,Other logic (includes oracle)
_1033_,sg13g2_nand3_1,37.92,105.84,2.4,3.78,Other logic (includes oracle)
_1034_,sg13g2_xnor2_1,36.48,90.72,3.84,3.78,Other logic (includes oracle)
_1035_,sg13g2_nor2b_1,48.0,94.5,2.4,3.78,Other logic (includes oracle)
_1036_,sg13g2_xnor2_1,52.32,90.72,3.84,3.78,Other logic (includes oracle)
_1037_,sg13g2_nand2_1,56.64,90.72,1.92,3.78,Other logic (includes oracle)
_1038_,sg13g2_xnor2_1,55.2,86.94,3.84,3.78,Other logic (includes oracle)
_1039_,sg13g2_a21o_1,52.8,79.38,3.36,3.78,Other logic (includes oracle)
_1040_,sg13g2_nand3_1,144.96,113.4,2.4,3.78,Other logic (includes oracle)
_1041_,sg13g2_nor2_1,153.12,105.84,1.92,3.78,Other logic (includes oracle)
_1042_,sg13g2_and2_1,154.56,86.94,2.4,3.78,Other logic (includes oracle)
_1043_,sg13g2_nand2_1,150.72,86.94,1.92,3.78,Other logic (includes oracle)
_1044_,sg13g2_and4_1,148.8,98.28,3.84,3.78,Other logic (includes oracle)
_1045_,sg13g2_and2_1,152.64,98.28,2.4,3.78,Other logic (includes oracle)
_1046_,sg13g2_and3_1,149.28,83.16,3.36,3.78,Other logic (includes oracle)
_1047_,sg13g2_nand2_1,144.0,71.82,1.92,3.78,Other logic (includes oracle)
_1048_,sg13g2_and4_1,124.8,86.94,3.84,3.78,Other logic (includes oracle)
_1049_,sg13g2_and2_1,122.88,90.72,2.4,3.78,Other logic (includes oracle)
_1050_,sg13g2_nand2_1,125.28,90.72,1.92,3.78,Other logic (includes oracle)
_1051_,sg13g2_inv_1,136.8,90.72,1.44,3.78,Other logic (includes oracle)
_1052_,sg13g2_nor4_1,131.52,90.72,2.88,3.78,Other logic (includes oracle)
_1053_,sg13g2_nor3_1,134.4,90.72,2.4,3.78,Other logic (includes oracle)
_1054_,sg13g2_nand3_1,132.48,83.16,2.4,3.78,Other logic (includes oracle)
_1055_,sg13g2_a21oi_1,129.12,90.72,2.4,3.78,Other logic (includes oracle)
_1056_,sg13g2_xor2_1,132.0,113.4,3.84,3.78,Other logic (includes oracle)
_1057_,sg13g2_a21o_1,144.96,105.84,3.36,3.78,Other logic (includes oracle)
_1058_,sg13g2_and2_1,148.32,105.84,2.4,3.78,Other logic (includes oracle)
_1059_,sg13g2_mux2_1,148.32,109.62,4.8,3.78,Other logic (includes oracle)
_1060_,sg13g2_xnor2_1,147.36,113.4,3.84,3.78,Other logic (includes oracle)
_1061_,sg13g2_mux2_1,148.8,120.96,4.8,3.78,Other logic (includes oracle)
_1062_,sg13g2_xor2_1,154.08,94.5,3.84,3.78,Other logic (includes oracle)
_1063_,sg13g2_mux2_1,156.0,98.28,4.8,3.78,Other logic (includes oracle)
_1064_,sg13g2_and4_1,139.2,86.94,3.84,3.78,Other logic (includes oracle)
_1065_,sg13g2_xor2_1,141.6,90.72,3.84,3.78,Other logic (includes oracle)
_1066_,sg13g2_xnor2_1,158.4,90.72,3.84,3.78,Other logic (includes oracle)
_1067_,sg13g2_mux2_1,157.92,94.5,4.8,3.78,Other logic (includes oracle)
_1068_,sg13g2_nand4_1,138.72,90.72,2.88,3.78,Other logic (includes oracle)
_1069_,sg13g2_nor3_1,132.48,86.94,2.4,3.78,Other logic (includes oracle)
_1070_,sg13g2_xor2_1,131.52,98.28,3.84,3.78,Other logic (includes oracle)
_1071_,sg13g2_xor2_1,149.28,94.5,3.84,3.78,Other logic (includes oracle)
_1072_,sg13g2_mux2_1,149.76,102.06,4.8,3.78,Other logic (includes oracle)
_1073_,sg13g2_and4_1,139.2,83.16,3.84,3.78,Other logic (includes oracle)
_1074_,sg13g2_xor2_1,140.64,79.38,3.84,3.78,Other logic (includes oracle)
_1075_,sg13g2_a21oi_1,152.64,83.16,2.4,3.78,Other logic (includes oracle)
_1076_,sg13g2_nor2_1,152.64,86.94,1.92,3.78,Other logic (includes oracle)
_1077_,sg13g2_mux2_1,158.4,86.94,4.8,3.78,Other logic (includes oracle)
_1078_,sg13g2_and4_1,132.96,79.38,3.84,3.78,Other logic (includes oracle)
_1079_,sg13g2_xor2_1,136.8,79.38,3.84,3.78,Other logic (includes oracle)
_1080_,sg13g2_xnor2_1,149.28,75.6,3.84,3.78,Other logic (includes oracle)
_1081_,sg13g2_mux2_1,155.04,83.16,4.8,3.78,Other logic (includes oracle)
_1082_,sg13g2_nand4_1,130.08,79.38,2.88,3.78,Other logic (includes oracle)
_1083_,sg13g2_nor3_1,124.8,83.16,2.4,3.78,Other logic (includes oracle)
_1084_,sg13g2_xor2_1,122.88,75.6,3.84,3.78,Other logic (includes oracle)
_1085_,sg13g2_nor2_1,121.44,83.16,1.92,3.78,Other logic (includes oracle)
_1086_,sg13g2_nor4_1,120.0,90.72,2.88,3.78,Other logic (includes oracle)
_1087_,sg13g2_a21o_1,120.96,86.94,3.36,3.78,Other logic (includes oracle)
_1088_,sg13g2_a21o_1,109.44,94.5,3.36,3.78,Other logic (includes oracle)
_1089_,sg13g2_or2_1,100.8,90.72,2.4,3.78,Other logic (includes oracle)
_1090_,sg13g2_nor3_1,112.8,83.16,2.4,3.78,Other logic (includes oracle)
_1091_,sg13g2_mux2_1,38.4,75.6,4.8,3.78,Other logic (includes oracle)
_1092_,sg13g2_mux2_1,33.6,75.6,4.8,3.78,Other logic (includes oracle)
_1093_,sg13g2_mux2_1,35.04,83.16,4.8,3.78,Other logic (includes oracle)
_1094_,sg13g2_mux2_1,59.52,79.38,4.8,3.78,Other logic (includes oracle)
_1095_,sg13g2_mux2_1,84.48,71.82,4.8,3.78,Other logic (includes oracle)
_1096_,sg13g2_mux2_1,77.76,75.6,4.8,3.78,Other logic (includes oracle)
_1097_,sg13g2_mux2_1,79.2,68.04,4.8,3.78,Other logic (includes oracle)
_1098_,sg13g2_mux2_1,87.36,79.38,4.8,3.78,Other logic (includes oracle)
_1099_,sg13g2_nor2b_1,108.48,68.04,2.4,3.78,Other logic (includes oracle)
_1100_,sg13g2_nor2b_1,111.36,64.26,2.4,3.78,Other logic (includes oracle)
_1101_,sg13g2_nor3_1,110.88,68.04,2.4,3.78,Other logic (includes oracle)
_1102_,sg13g2_and2_1,116.16,60.48,2.4,3.78,Other logic (includes oracle)
_1103_,sg13g2_nor2_1,116.64,83.16,1.92,3.78,Other logic (includes oracle)
_1104_,sg13g2_nor3_1,116.16,71.82,2.4,3.78,Other logic (includes oracle)
_1105_,sg13g2_xor2_1,117.12,64.26,3.84,3.78,Other logic (includes oracle)
_1106_,sg13g2_and3_1,113.76,64.26,3.36,3.78,Other logic (includes oracle)
_1107_,sg13g2_a21oi_1,116.16,56.7,2.4,3.78,Other logic (includes oracle)
_1108_,sg13g2_nor2_1,118.56,56.7,1.92,3.78,Other logic (includes oracle)
_1109_,sg13g2_o21ai_1,100.8,56.7,2.4,3.78,Other logic (includes oracle)
_1110_,sg13g2_a21oi_1,104.64,64.26,2.4,3.78,Other logic (includes oracle)
_1111_,sg13g2_nand2b_1,101.76,86.94,2.4,3.78,Other logic (includes oracle)
_1112_,sg13g2_nor2b_1,35.52,147.42,2.4,3.78,Other logic (includes oracle)
_1113_,sg13g2_mux2_1,167.04,147.42,4.8,3.78,Other logic (includes oracle)
_1114_,sg13g2_mux2_1,168.48,128.52,4.8,3.78,Other logic (includes oracle)
_1115_,sg13g2_mux2_1,169.44,139.86,4.8,3.78,Other logic (includes oracle)
_1116_,sg13g2_mux2_1,157.44,132.3,4.8,3.78,Other logic (includes oracle)
_1117_,sg13g2_mux2_1,159.36,147.42,4.8,3.78,Other logic (includes oracle)
_1118_,sg13g2_mux2_1,139.2,128.52,4.8,3.78,Other logic (includes oracle)
_1119_,sg13g2_mux2_1,149.28,136.08,4.8,3.78,Other logic (includes oracle)
_1120_,sg13g2_mux2_1,142.08,68.04,4.8,3.78,Other logic (includes oracle)
_1121_,sg13g2_mux2_1,145.92,71.82,4.8,3.78,Other logic (includes oracle)
_1122_,sg13g2_mux2_1,137.28,71.82,4.8,3.78,Other logic (includes oracle)
_1123_,sg13g2_mux2_1,141.12,143.64,4.8,3.78,Other logic (includes oracle)
_1124_,sg13g2_mux2_1,135.84,143.64,4.8,3.78,Other logic (includes oracle)
_1125_,sg13g2_nand2_1,135.36,139.86,1.92,3.78,Other logic (includes oracle)
_1126_,sg13g2_o21ai_1,35.04,139.86,2.4,3.78,Other logic (includes oracle)
_1127_,sg13g2_nand2_1,33.6,147.42,1.92,3.78,Other logic (includes oracle)
_1128_,sg13g2_o21ai_1,34.56,132.3,2.4,3.78,Other logic (includes oracle)
_1129_,sg13g2_mux2_1,120.96,147.42,4.8,3.78,Other logic (includes oracle)
_1130_,sg13g2_mux2_1,120.96,64.26,4.8,3.78,Other logic (includes oracle)
_1131_,sg13g2_nand2b_1,35.52,143.64,2.4,3.78,Other logic (includes oracle)
_1132_,sg13g2_or2_1,50.88,143.64,2.4,3.78,Other logic (includes oracle)
_1133_,sg13g2_mux2_1,27.36,15.12,4.8,3.78,Other logic (includes oracle)
_1134_,sg13g2_nor2_1,23.04,15.12,1.92,3.78,Other logic (includes oracle)
_1135_,sg13g2_a21oi_1,24.96,15.12,2.4,3.78,Other logic (includes oracle)
_1136_,sg13g2_mux2_1,24.48,26.46,4.8,3.78,Other logic (includes oracle)
_1137_,sg13g2_mux2_1,25.44,41.58,4.8,3.78,Other logic (includes oracle)
_1138_,sg13g2_mux2_1,23.04,37.8,4.8,3.78,Other logic (includes oracle)
_1139_,sg13g2_nor2_1,18.24,41.58,1.92,3.78,Other logic (includes oracle)
_1140_,sg13g2_a21oi_1,20.16,41.58,2.4,3.78,Other logic (includes oracle)
_1141_,sg13g2_mux2_1,13.44,34.02,4.8,3.78,Other logic (includes oracle)
_1142_,sg13g2_mux2_1,17.28,26.46,4.8,3.78,Other logic (includes oracle)
_1143_,sg13g2_nor2_1,20.64,18.9,1.92,3.78,Other logic (includes oracle)
_1144_,sg13g2_a21oi_1,18.24,18.9,2.4,3.78,Other logic (includes oracle)
_1145_,sg13g2_mux2_1,29.28,22.68,4.8,3.78,Other logic (includes oracle)
_1146_,sg13g2_nor2_1,47.52,11.34,1.92,3.78,Other logic (includes oracle)
_1147_,sg13g2_a21oi_1,45.12,11.34,2.4,3.78,Other logic (includes oracle)
_1148_,sg13g2_nor2_1,64.8,18.9,1.92,3.78,Other logic (includes oracle)
_1149_,sg13g2_a21oi_1,63.36,15.12,2.4,3.78,Other logic (includes oracle)
_1150_,sg13g2_nor2_1,51.36,3.78,1.92,3.78,Other logic (includes oracle)
_1151_,sg13g2_a21oi_1,68.16,11.34,2.4,3.78,Other logic (includes oracle)
_1152_,sg13g2_nor2_1,72.96,11.34,1.92,3.78,Other logic (includes oracle)
_1153_,sg13g2_a21oi_1,73.44,3.78,2.4,3.78,Other logic (includes oracle)
_1154_,sg13g2_nor2_1,49.44,3.78,1.92,3.78,Other logic (includes oracle)
_1155_,sg13g2_a21oi_1,52.8,11.34,2.4,3.78,Other logic (includes oracle)
_1156_,sg13g2_nor2_1,45.6,3.78,1.92,3.78,Other logic (includes oracle)
_1157_,sg13g2_a21oi_1,43.2,3.78,2.4,3.78,Other logic (includes oracle)
_1158_,sg13g2_o21ai_1,60.48,26.46,2.4,3.78,Other logic (includes oracle)
_1159_,sg13g2_nor2_1,78.72,26.46,1.92,3.78,Other logic (includes oracle)
_1160_,sg13g2_xnor2_1,60.96,22.68,3.84,3.78,Other logic (includes oracle)
_1161_,sg13g2_xor2_1,80.16,30.24,3.84,3.78,Other logic (includes oracle)
_1162_,sg13g2_xor2_1,17.28,143.64,3.84,3.78,Other logic (includes oracle)
_1163_,sg13g2_nand3_1,16.8,147.42,2.4,3.78,Other logic (includes oracle)
_1164_,sg13g2_a21o_1,16.32,139.86,3.36,3.78,Other logic (includes oracle)
_1165_,sg13g2_and2_1,10.56,143.64,2.4,3.78,Other logic (includes oracle)
_1166_,sg13g2_nand4_1,19.68,139.86,2.88,3.78,Other logic (includes oracle)
_1167_,sg13g2_xnor2_1,12.96,143.64,3.84,3.78,Other logic (includes oracle)
_1168_,sg13g2_nor2_1,14.88,102.06,1.92,3.78,Other logic (includes oracle)
_1169_,sg13g2_xnor2_1,15.84,98.28,3.84,3.78,Other logic (includes oracle)
_1170_,sg13g2_xor2_1,15.84,90.72,3.84,3.78,Other logic (includes oracle)
_1171_,sg13g2_nand3_1,12.96,94.5,2.4,3.78,Other logic (includes oracle)
_1172_,sg13g2_a21o_1,11.04,86.94,3.36,3.78,Other logic (includes oracle)
_1173_,sg13g2_and2_1,8.64,86.94,2.4,3.78,Other logic (includes oracle)
_1174_,sg13g2_nor2_1,15.84,94.5,1.92,3.78,Other logic (includes oracle)
_1175_,sg13g2_xnor2_1,9.12,94.5,3.84,3.78,Other logic (includes oracle)
_1176_,sg13g2_and2_1,15.84,109.62,2.4,3.78,Other logic (includes oracle)
_1177_,sg13g2_xor2_1,9.12,113.4,3.84,3.78,Other logic (includes oracle)
_1178_,sg13g2_xor2_1,12.96,113.4,3.84,3.78,Other logic (includes oracle)
_1179_,sg13g2_a21oi_1,18.24,117.18,2.4,3.78,Other logic (includes oracle)
_1180_,sg13g2_nand3_1,16.32,120.96,2.4,3.78,Other logic (includes oracle)
_1181_,sg13g2_nor2b_1,15.84,117.18,2.4,3.78,Other logic (includes oracle)
_1182_,sg13g2_nand4_1,15.84,124.74,2.88,3.78,Other logic (includes oracle)
_1183_,sg13g2_xnor2_1,11.52,120.96,3.84,3.78,Other logic (includes oracle)
_1184_,sg13g2_nand2_1,15.84,132.3,1.92,3.78,Other logic (includes oracle)
_1185_,sg13g2_nor2_1,21.12,124.74,1.92,3.78,Other logic (includes oracle)
_1186_,sg13g2_a21oi_1,13.44,128.52,2.4,3.78,Other logic (includes oracle)
_1187_,sg13g2_xor2_1,13.92,136.08,3.84,3.78,Other logic (includes oracle)
_1188_,sg13g2_a21oi_1,11.52,136.08,2.4,3.78,Other logic (includes oracle)
_1189_,sg13g2_nand3_1,18.72,124.74,2.4,3.78,Other logic (includes oracle)
_1190_,sg13g2_nor2b_1,10.08,128.52,2.4,3.78,Other logic (includes oracle)
_1191_,sg13g2_a22oi_1,28.32,124.74,2.88,3.78,Other logic (includes oracle)
_1192_,sg13g2_nand2_1,33.12,128.52,1.92,3.78,Other logic (includes oracle)
_1193_,sg13g2_a21o_1,29.76,132.3,3.36,3.78,Other logic (includes oracle)
_1194_,sg13g2_o21ai_1,31.2,124.74,2.4,3.78,Other logic (includes oracle)
_1195_,sg13g2_nor2_1,20.64,117.18,1.92,3.78,Other logic (includes oracle)
_1196_,sg13g2_a21oi_1,30.72,128.52,2.4,3.78,Other logic (includes oracle)
_1197_,sg13g2_o21ai_1,23.04,124.74,2.4,3.78,Other logic (includes oracle)
_1198_,sg13g2_a21oi_1,25.92,124.74,2.4,3.78,Other logic (includes oracle)
_1199_,sg13g2_nand4_1,27.84,128.52,2.88,3.78,Other logic (includes oracle)
_1200_,sg13g2_o21ai_1,36.96,128.52,2.4,3.78,Other logic (includes oracle)
_1201_,sg13g2_xor2_1,44.16,117.18,3.84,3.78,Other logic (includes oracle)
_1202_,sg13g2_nand3_1,37.92,117.18,2.4,3.78,Other logic (includes oracle)
_1203_,sg13g2_a21o_1,35.04,120.96,3.36,3.78,Other logic (includes oracle)
_1204_,sg13g2_and2_1,36.96,124.74,2.4,3.78,Other logic (includes oracle)
_1205_,sg13g2_nand4_1,51.36,120.96,2.88,3.78,Other logic (includes oracle)
_1206_,sg13g2_xnor2_1,40.32,124.74,3.84,3.78,Other logic (includes oracle)
_1207_,sg13g2_xnor2_1,56.64,128.52,3.84,3.78,Other logic (includes oracle)
_1208_,sg13g2_nand2_1,29.76,113.4,1.92,3.78,Other logic (includes oracle)
_1209_,sg13g2_xnor2_1,30.72,117.18,3.84,3.78,Other logic (includes oracle)
_1210_,sg13g2_inv_1,102.72,41.58,1.44,3.78,Other logic (includes oracle)
_1211__79,sg13g2_inv_1,28.32,75.6,1.44,3.78,Other logic (includes oracle)
_1212__80,sg13g2_inv_1,24.48,64.26,1.44,3.78,Other logic (includes oracle)
_1213__81,sg13g2_inv_1,59.04,68.04,1.44,3.78,Other logic (includes oracle)
_1214__82,sg13g2_inv_1,76.32,75.6,1.44,3.78,Other logic (includes oracle)
_1215__83,sg13g2_inv_1,84.96,60.48,1.44,3.78,Other logic (includes oracle)
_1216__84,sg13g2_inv_1,120.48,56.7,1.44,3.78,Other logic (includes oracle)
_1217__85,sg13g2_inv_1,109.44,56.7,1.44,3.78,Other logic (includes oracle)
_1218__86,sg13g2_inv_1,138.72,15.12,1.44,3.78,Other logic (includes oracle)
_1219__87,sg13g2_inv_1,96.48,11.34,1.44,3.78,Other logic (includes oracle)
_1220__88,sg13g2_inv_1,115.2,7.56,1.44,3.78,Other logic (includes oracle)
_1221__89,sg13g2_inv_1,135.84,7.56,1.44,3.78,Other logic (includes oracle)
_1222__90,sg13g2_inv_1,155.04,22.68,1.44,3.78,Other logic (includes oracle)
_1223__91,sg13g2_inv_1,151.2,34.02,1.44,3.78,Other logic (includes oracle)
_1224__92,sg13g2_inv_1,154.56,41.58,1.44,3.78,Other logic (includes oracle)
_1225__93,sg13g2_inv_1,153.12,49.14,1.44,3.78,Other logic (includes oracle)
_1226__94,sg13g2_inv_1,145.44,52.92,1.44,3.78,Other logic (includes oracle)
_1227_,sg13g2_inv_1,72.96,139.86,1.44,3.78,Other logic (includes oracle)
_1228_,sg13g2_inv_1,85.44,136.08,1.44,3.78,Other logic (includes oracle)
_1229_,sg13g2_inv_1,69.12,102.06,1.44,3.78,Other logic (includes oracle)
_1230_,sg13g2_inv_1,64.32,117.18,1.44,3.78,Other logic (includes oracle)
_1231_,sg13g2_inv_1,59.04,102.06,1.44,3.78,Other logic (includes oracle)
_1232_,sg13g2_inv_1,80.64,147.42,1.44,3.78,Other logic (includes oracle)
_1233_,sg13g2_inv_1,72.0,94.5,1.44,3.78,Other logic (includes oracle)
_1234_,sg13g2_inv_1,128.16,132.3,1.44,3.78,Other logic (includes oracle)
_1235_,sg13g2_inv_1,76.8,94.5,1.44,3.78,Other logic (includes oracle)
_1236_,sg13g2_inv_1,89.28,102.06,1.44,3.78,Other logic (includes oracle)
_1237_,sg13g2_inv_1,72.96,143.64,1.44,3.78,Other logic (includes oracle)
_1238_,sg13g2_inv_1,76.8,83.16,1.44,3.78,Other logic (includes oracle)
_1239_,sg13g2_inv_1,82.08,79.38,1.44,3.78,Other logic (includes oracle)
_1240_,sg13g2_inv_1,96.48,94.5,1.44,3.78,Other logic (includes oracle)
_1241_,sg13g2_inv_1,62.88,136.08,1.44,3.78,Other logic (includes oracle)
_1242_,sg13g2_inv_1,98.4,120.96,1.44,3.78,Other logic (includes oracle)
_1243_,sg13g2_inv_1,80.64,120.96,1.44,3.78,Other logic (includes oracle)
_1244_,sg13g2_inv_1,110.4,109.62,1.44,3.78,Other logic (includes oracle)
_1245_,sg13g2_inv_1,125.28,120.96,1.44,3.78,Other logic (includes oracle)
_1246_,sg13g2_inv_1,137.76,117.18,1.44,3.78,Other logic (includes oracle)
_1247_,sg13g2_inv_1,89.28,128.52,1.44,3.78,Other logic (includes oracle)
_1248_,sg13g2_inv_1,137.28,128.52,1.44,3.78,Other logic (includes oracle)
_1249_,sg13g2_inv_1,71.52,120.96,1.44,3.78,Other logic (includes oracle)
_1250_,sg13g2_inv_1,120.96,120.96,1.44,3.78,Other logic (includes oracle)
_1251_,sg13g2_inv_1,125.28,113.4,1.44,3.78,Other logic (includes oracle)
_1252_,sg13g2_inv_1,96.0,132.3,1.44,3.78,Other logic (includes oracle)
_1253_,sg13g2_inv_1,130.08,102.06,1.44,3.78,Other logic (includes oracle)
_1254_,sg13g2_inv_1,120.0,98.28,1.44,3.78,Other logic (includes oracle)
_1255_,sg13g2_inv_1,108.96,102.06,1.44,3.78,Other logic (includes oracle)
_1256_,sg13g2_inv_1,88.8,120.96,1.44,3.78,Other logic (includes oracle)
_1257_,sg13g2_dfrbpq_1,19.68,105.84,12.96,3.78,Control / window / readout state
_1258_,sg13g2_dfrbpq_1,45.6,109.62,12.96,3.78,Control / window / readout state
_1259_,sg13g2_dfrbpq_1,44.64,102.06,12.96,3.78,Control / window / readout state
_1260_,sg13g2_dfrbpq_1,18.72,94.5,12.96,3.78,Control / window / readout state
_1261_,sg13g2_dfrbpq_1,16.8,102.06,12.96,3.78,Control / window / readout state
_1262_,sg13g2_dfrbpq_1,39.84,98.28,12.96,3.78,Control / window / readout state
_1263_,sg13g2_dfrbpq_1,24.0,86.94,12.96,3.78,Control / window / readout state
_1264_,sg13g2_dfrbpq_1,38.88,86.94,12.96,3.78,Control / window / readout state
_1265_,sg13g2_dfrbpq_1,53.76,94.5,12.96,3.78,Control / window / readout state
_1266_,sg13g2_dfrbpq_1,59.04,86.94,12.96,3.78,Control / window / readout state
_1267_,sg13g2_dfrbpq_1,53.28,83.16,12.96,3.78,Control / window / readout state
_1268_,sg13g2_dfrbpq_1,134.4,94.5,12.96,3.78,Error-accounting state
_1269_,sg13g2_dfrbpq_1,134.4,109.62,12.96,3.78,Error-accounting state
_1270_,sg13g2_dfrbpq_1,153.12,109.62,12.96,3.78,Error-accounting state
_1271_,sg13g2_dfrbpq_1,153.6,117.18,12.96,3.78,Error-accounting state
_1272_,sg13g2_dfrbpq_1,164.16,94.5,12.96,3.78,Error-accounting state
_1273_,sg13g2_dfrbpq_1,145.44,90.72,12.96,3.78,Error-accounting state
