instance,master,x_um,y_um,width_um,height_um,category
FILLER_0_0,sg13g2_decap_8,2.88,3.78,3.36,3.78,Physical-only cells
FILLER_0_132,sg13g2_decap_8,66.24,3.78,3.36,3.78,Physical-only cells
FILLER_0_139,sg13g2_decap_8,69.6,3.78,3.36,3.78,Physical-only cells
FILLER_0_14,sg13g2_decap_8,9.6,3.78,3.36,3.78,Physical-only cells
FILLER_0_146,sg13g2_fill_1,72.96,3.78,0.48,3.78,Physical-only cells
FILLER_0_152,sg13g2_decap_8,75.84,3.78,3.36,3.78,Physical-only cells
FILLER_0_159,sg13g2_decap_8,79.2,3.78,3.36,3.78,Physical-only cells
FILLER_0_166,sg13g2_decap_4,82.56,3.78,1.92,3.78,Physical-only cells
FILLER_0_170,sg13g2_fill_2,84.48,3.78,0.96,3.78,Physical-only cells
FILLER_0_185,sg13g2_fill_1,91.68,3.78,0.48,3.78,Physical-only cells
FILLER_0_190,sg13g2_decap_8,94.08,3.78,3.36,3.78,Physical-only cells
FILLER_0_197,sg13g2_decap_4,97.44,3.78,1.92,3.78,Physical-only cells
FILLER_0_201,sg13g2_fill_2,99.36,3.78,0.96,3.78,Physical-only cells
FILLER_0_21,sg13g2_decap_8,12.96,3.78,3.36,3.78,Physical-only cells
FILLER_0_213,sg13g2_fill_2,105.12,3.78,0.96,3.78,Physical-only cells
FILLER_0_215,sg13g2_fill_1,106.08,3.78,0.48,3.78,Physical-only cells
FILLER_0_248,sg13g2_decap_8,121.92,3.78,3.36,3.78,Physical-only cells
FILLER_0_255,sg13g2_fill_2,125.28,3.78,0.96,3.78,Physical-only cells
FILLER_0_28,sg13g2_decap_8,16.32,3.78,3.36,3.78,Physical-only cells
FILLER_0_289,sg13g2_decap_4,141.6,3.78,1.92,3.78,Physical-only cells
FILLER_0_293,sg13g2_fill_2,143.52,3.78,0.96,3.78,Physical-only cells
FILLER_0_298,sg13g2_fill_1,145.92,3.78,0.48,3.78,Physical-only cells
FILLER_0_323,sg13g2_decap_4,157.92,3.78,1.92,3.78,Physical-only cells
FILLER_0_348,sg13g2_decap_8,169.92,3.78,3.36,3.78,Physical-only cells
FILLER_0_35,sg13g2_decap_8,19.68,3.78,3.36,3.78,Physical-only cells
FILLER_0_355,sg13g2_decap_8,173.28,3.78,3.36,3.78,Physical-only cells
FILLER_0_362,sg13g2_decap_8,176.64,3.78,3.36,3.78,Physical-only cells
FILLER_0_369,sg13g2_decap_8,180.0,3.78,3.36,3.78,Physical-only cells
FILLER_0_376,sg13g2_decap_8,183.36,3.78,3.36,3.78,Physical-only cells
FILLER_0_383,sg13g2_decap_8,186.72,3.78,3.36,3.78,Physical-only cells
FILLER_0_390,sg13g2_decap_8,190.08,3.78,3.36,3.78,Physical-only cells
FILLER_0_397,sg13g2_decap_8,193.44,3.78,3.36,3.78,Physical-only cells
FILLER_0_404,sg13g2_decap_4,196.8,3.78,1.92,3.78,Physical-only cells
FILLER_0_408,sg13g2_fill_1,198.72,3.78,0.48,3.78,Physical-only cells
FILLER_0_42,sg13g2_decap_8,23.04,3.78,3.36,3.78,Physical-only cells
FILLER_0_49,sg13g2_decap_8,26.4,3.78,3.36,3.78,Physical-only cells
FILLER_0_56,sg13g2_decap_8,29.76,3.78,3.36,3.78,Physical-only cells
FILLER_0_63,sg13g2_decap_8,33.12,3.78,3.36,3.78,Physical-only cells
FILLER_0_7,sg13g2_decap_8,6.24,3.78,3.36,3.78,Physical-only cells
FILLER_0_70,sg13g2_decap_8,36.48,3.78,3.36,3.78,Physical-only cells
FILLER_0_77,sg13g2_decap_8,39.84,3.78,3.36,3.78,Physical-only cells
FILLER_0_93,sg13g2_decap_4,47.52,3.78,1.92,3.78,Physical-only cells
FILLER_10_0,sg13g2_decap_8,2.88,41.58,3.36,3.78,Physical-only cells
FILLER_10_105,sg13g2_decap_8,53.28,41.58,3.36,3.78,Physical-only cells
FILLER_10_112,sg13g2_fill_2,56.64,41.58,0.96,3.78,Physical-only cells
FILLER_10_114,sg13g2_fill_1,57.6,41.58,0.48,3.78,Physical-only cells
FILLER_10_119,sg13g2_fill_1,60.0,41.58,0.48,3.78,Physical-only cells
FILLER_10_138,sg13g2_decap_8,69.12,41.58,3.36,3.78,Physical-only cells
FILLER_10_14,sg13g2_decap_8,9.6,41.58,3.36,3.78,Physical-only cells
FILLER_10_145,sg13g2_decap_4,72.48,41.58,1.92,3.78,Physical-only cells
FILLER_10_149,sg13g2_fill_1,74.4,41.58,0.48,3.78,Physical-only cells
FILLER_10_154,sg13g2_decap_4,76.8,41.58,1.92,3.78,Physical-only cells
FILLER_10_163,sg13g2_decap_8,81.12,41.58,3.36,3.78,Physical-only cells
FILLER_10_170,sg13g2_fill_2,84.48,41.58,0.96,3.78,Physical-only cells
FILLER_10_172,sg13g2_fill_1,85.44,41.58,0.48,3.78,Physical-only cells
FILLER_10_176,sg13g2_decap_4,87.36,41.58,1.92,3.78,Physical-only cells
FILLER_10_202,sg13g2_decap_4,99.84,41.58,1.92,3.78,Physical-only cells
FILLER_10_206,sg13g2_fill_2,101.76,41.58,0.96,3.78,Physical-only cells
FILLER_10_21,sg13g2_decap_8,12.96,41.58,3.36,3.78,Physical-only cells
FILLER_10_211,sg13g2_fill_2,104.16,41.58,0.96,3.78,Physical-only cells
FILLER_10_231,sg13g2_decap_8,113.76,41.58,3.36,3.78,Physical-only cells
FILLER_10_238,sg13g2_decap_8,117.12,41.58,3.36,3.78,Physical-only cells
FILLER_10_245,sg13g2_fill_1,120.48,41.58,0.48,3.78,Physical-only cells
FILLER_10_261,sg13g2_decap_8,128.16,41.58,3.36,3.78,Physical-only cells
FILLER_10_268,sg13g2_decap_4,131.52,41.58,1.92,3.78,Physical-only cells
FILLER_10_272,sg13g2_fill_2,133.44,41.58,0.96,3.78,Physical-only cells
FILLER_10_279,sg13g2_decap_4,136.8,41.58,1.92,3.78,Physical-only cells
FILLER_10_28,sg13g2_decap_4,16.32,41.58,1.92,3.78,Physical-only cells
FILLER_10_288,sg13g2_decap_8,141.12,41.58,3.36,3.78,Physical-only cells
FILLER_10_295,sg13g2_fill_1,144.48,41.58,0.48,3.78,Physical-only cells
FILLER_10_305,sg13g2_decap_8,149.28,41.58,3.36,3.78,Physical-only cells
FILLER_10_315,sg13g2_fill_1,154.08,41.58,0.48,3.78,Physical-only cells
FILLER_10_319,sg13g2_decap_8,156.0,41.58,3.36,3.78,Physical-only cells
FILLER_10_326,sg13g2_decap_4,159.36,41.58,1.92,3.78,Physical-only cells
FILLER_10_336,sg13g2_decap_8,164.16,41.58,3.36,3.78,Physical-only cells
FILLER_10_343,sg13g2_decap_8,167.52,41.58,3.36,3.78,Physical-only cells
FILLER_10_350,sg13g2_decap_4,170.88,41.58,1.92,3.78,Physical-only cells
FILLER_10_354,sg13g2_fill_1,172.8,41.58,0.48,3.78,Physical-only cells
FILLER_10_370,sg13g2_decap_4,180.48,41.58,1.92,3.78,Physical-only cells
FILLER_10_383,sg13g2_decap_8,186.72,41.58,3.36,3.78,Physical-only cells
FILLER_10_390,sg13g2_fill_2,190.08,41.58,0.96,3.78,Physical-only cells
FILLER_10_407,sg13g2_fill_2,198.24,41.58,0.96,3.78,Physical-only cells
FILLER_10_41,sg13g2_fill_2,22.56,41.58,0.96,3.78,Physical-only cells
FILLER_10_57,sg13g2_fill_2,30.24,41.58,0.96,3.78,Physical-only cells
FILLER_10_7,sg13g2_decap_8,6.24,41.58,3.36,3.78,Physical-only cells
FILLER_10_89,sg13g2_fill_1,45.6,41.58,0.48,3.78,Physical-only cells
FILLER_11_0,sg13g2_decap_8,2.88,45.36,3.36,3.78,Physical-only cells
FILLER_11_103,sg13g2_decap_8,52.32,45.36,3.36,3.78,Physical-only cells
FILLER_11_110,sg13g2_decap_8,55.68,45.36,3.36,3.78,Physical-only cells
FILLER_11_117,sg13g2_fill_2,59.04,45.36,0.96,3.78,Physical-only cells
FILLER_11_123,sg13g2_decap_8,61.92,45.36,3.36,3.78,Physical-only cells
FILLER_11_130,sg13g2_fill_1,65.28,45.36,0.48,3.78,Physical-only cells
FILLER_11_135,sg13g2_decap_8,67.68,45.36,3.36,3.78,Physical-only cells
FILLER_11_14,sg13g2_decap_8,9.6,45.36,3.36,3.78,Physical-only cells
FILLER_11_142,sg13g2_fill_2,71.04,45.36,0.96,3.78,Physical-only cells
FILLER_11_161,sg13g2_decap_8,80.16,45.36,3.36,3.78,Physical-only cells
FILLER_11_168,sg13g2_decap_8,83.52,45.36,3.36,3.78,Physical-only cells
FILLER_11_175,sg13g2_fill_2,86.88,45.36,0.96,3.78,Physical-only cells
FILLER_11_177,sg13g2_fill_1,87.84,45.36,0.48,3.78,Physical-only cells
FILLER_11_191,sg13g2_decap_4,94.56,45.36,1.92,3.78,Physical-only cells
FILLER_11_21,sg13g2_decap_8,12.96,45.36,3.36,3.78,Physical-only cells
FILLER_11_211,sg13g2_fill_2,104.16,45.36,0.96,3.78,Physical-only cells
FILLER_11_226,sg13g2_decap_8,111.36,45.36,3.36,3.78,Physical-only cells
FILLER_11_233,sg13g2_decap_8,114.72,45.36,3.36,3.78,Physical-only cells
FILLER_11_240,sg13g2_decap_8,118.08,45.36,3.36,3.78,Physical-only cells
FILLER_11_247,sg13g2_fill_1,121.44,45.36,0.48,3.78,Physical-only cells
FILLER_11_267,sg13g2_decap_8,131.04,45.36,3.36,3.78,Physical-only cells
FILLER_11_274,sg13g2_fill_1,134.4,45.36,0.48,3.78,Physical-only cells
FILLER_11_291,sg13g2_fill_2,142.56,45.36,0.96,3.78,Physical-only cells
FILLER_11_293,sg13g2_fill_1,143.52,45.36,0.48,3.78,Physical-only cells
FILLER_11_302,sg13g2_fill_1,147.84,45.36,0.48,3.78,Physical-only cells
FILLER_11_330,sg13g2_fill_2,161.28,45.36,0.96,3.78,Physical-only cells
FILLER_11_347,sg13g2_fill_1,169.44,45.36,0.48,3.78,Physical-only cells
FILLER_11_378,sg13g2_fill_2,184.32,45.36,0.96,3.78,Physical-only cells
FILLER_11_401,sg13g2_decap_8,195.36,45.36,3.36,3.78,Physical-only cells
FILLER_11_408,sg13g2_fill_1,198.72,45.36,0.48,3.78,Physical-only cells
FILLER_11_55,sg13g2_fill_1,29.28,45.36,0.48,3.78,Physical-only cells
FILLER_11_7,sg13g2_decap_8,6.24,45.36,3.36,3.78,Physical-only cells
FILLER_11_90,sg13g2_decap_4,46.08,45.36,1.92,3.78,Physical-only cells
FILLER_11_98,sg13g2_fill_1,49.92,45.36,0.48,3.78,Physical-only cells
FILLER_12_0,sg13g2_decap_8,2.88,49.14,3.36,3.78,Physical-only cells
FILLER_12_111,sg13g2_decap_4,56.16,49.14,1.92,3.78,Physical-only cells
FILLER_12_115,sg13g2_fill_1,58.08,49.14,0.48,3.78,Physical-only cells
FILLER_12_120,sg13g2_decap_8,60.48,49.14,3.36,3.78,Physical-only cells
FILLER_12_127,sg13g2_decap_4,63.84,49.14,1.92,3.78,Physical-only cells
FILLER_12_131,sg13g2_fill_2,65.76,49.14,0.96,3.78,Physical-only cells
FILLER_12_138,sg13g2_decap_8,69.12,49.14,3.36,3.78,Physical-only cells
FILLER_12_14,sg13g2_decap_8,9.6,49.14,3.36,3.78,Physical-only cells
FILLER_12_145,sg13g2_fill_2,72.48,49.14,0.96,3.78,Physical-only cells
FILLER_12_162,sg13g2_decap_4,80.64,49.14,1.92,3.78,Physical-only cells
FILLER_12_177,sg13g2_fill_1,87.84,49.14,0.48,3.78,Physical-only cells
FILLER_12_190,sg13g2_fill_2,94.08,49.14,0.96,3.78,Physical-only cells
FILLER_12_197,sg13g2_decap_4,97.44,49.14,1.92,3.78,Physical-only cells
FILLER_12_201,sg13g2_fill_1,99.36,49.14,0.48,3.78,Physical-only cells
FILLER_12_21,sg13g2_decap_8,12.96,49.14,3.36,3.78,Physical-only cells
FILLER_12_223,sg13g2_fill_1,109.92,49.14,0.48,3.78,Physical-only cells
FILLER_12_232,sg13g2_decap_4,114.24,49.14,1.92,3.78,Physical-only cells
FILLER_12_236,sg13g2_fill_2,116.16,49.14,0.96,3.78,Physical-only cells
FILLER_12_246,sg13g2_decap_8,120.96,49.14,3.36,3.78,Physical-only cells
FILLER_12_253,sg13g2_fill_1,124.32,49.14,0.48,3.78,Physical-only cells
FILLER_12_258,sg13g2_fill_2,126.72,49.14,0.96,3.78,Physical-only cells
FILLER_12_270,sg13g2_decap_4,132.48,49.14,1.92,3.78,Physical-only cells
FILLER_12_28,sg13g2_decap_8,16.32,49.14,3.36,3.78,Physical-only cells
FILLER_12_287,sg13g2_fill_1,140.64,49.14,0.48,3.78,Physical-only cells
FILLER_12_305,sg13g2_decap_8,149.28,49.14,3.36,3.78,Physical-only cells
FILLER_12_312,sg13g2_fill_1,152.64,49.14,0.48,3.78,Physical-only cells
FILLER_12_325,sg13g2_fill_1,158.88,49.14,0.48,3.78,Physical-only cells
FILLER_12_329,sg13g2_fill_1,160.8,49.14,0.48,3.78,Physical-only cells
FILLER_12_339,sg13g2_fill_1,165.6,49.14,0.48,3.78,Physical-only cells
FILLER_12_343,sg13g2_fill_1,167.52,49.14,0.48,3.78,Physical-only cells
FILLER_12_347,sg13g2_decap_8,169.44,49.14,3.36,3.78,Physical-only cells
FILLER_12_35,sg13g2_decap_4,19.68,49.14,1.92,3.78,Physical-only cells
FILLER_12_354,sg13g2_decap_8,172.8,49.14,3.36,3.78,Physical-only cells
FILLER_12_373,sg13g2_decap_8,181.92,49.14,3.36,3.78,Physical-only cells
FILLER_12_380,sg13g2_decap_8,185.28,49.14,3.36,3.78,Physical-only cells
FILLER_12_387,sg13g2_fill_2,188.64,49.14,0.96,3.78,Physical-only cells
FILLER_12_389,sg13g2_fill_1,189.6,49.14,0.48,3.78,Physical-only cells
FILLER_12_39,sg13g2_fill_1,21.6,49.14,0.48,3.78,Physical-only cells
FILLER_12_393,sg13g2_fill_2,191.52,49.14,0.96,3.78,Physical-only cells
FILLER_12_398,sg13g2_decap_8,193.92,49.14,3.36,3.78,Physical-only cells
FILLER_12_405,sg13g2_decap_4,197.28,49.14,1.92,3.78,Physical-only cells
FILLER_12_44,sg13g2_fill_2,24.0,49.14,0.96,3.78,Physical-only cells
FILLER_12_46,sg13g2_fill_1,24.96,49.14,0.48,3.78,Physical-only cells
FILLER_12_57,sg13g2_fill_2,30.24,49.14,0.96,3.78,Physical-only cells
FILLER_12_59,sg13g2_fill_1,31.2,49.14,0.48,3.78,Physical-only cells
FILLER_12_65,sg13g2_fill_2,34.08,49.14,0.96,3.78,Physical-only cells
FILLER_12_67,sg13g2_fill_1,35.04,49.14,0.48,3.78,Physical-only cells
FILLER_12_7,sg13g2_decap_8,6.24,49.14,3.36,3.78,Physical-only cells
FILLER_12_82,sg13g2_decap_8,42.24,49.14,3.36,3.78,Physical-only cells
FILLER_12_89,sg13g2_decap_4,45.6,49.14,1.92,3.78,Physical-only cells
FILLER_13_0,sg13g2_decap_8,2.88,52.92,3.36,3.78,Physical-only cells
FILLER_13_102,sg13g2_decap_4,51.84,52.92,1.92,3.78,Physical-only cells
FILLER_13_114,sg13g2_decap_8,57.6,52.92,3.36,3.78,Physical-only cells
FILLER_13_121,sg13g2_decap_4,60.96,52.92,1.92,3.78,Physical-only cells
FILLER_13_14,sg13g2_decap_8,9.6,52.92,3.36,3.78,Physical-only cells
FILLER_13_149,sg13g2_decap_8,74.4,52.92,3.36,3.78,Physical-only cells
FILLER_13_156,sg13g2_fill_2,77.76,52.92,0.96,3.78,Physical-only cells
FILLER_13_158,sg13g2_fill_1,78.72,52.92,0.48,3.78,Physical-only cells
FILLER_13_164,sg13g2_decap_8,81.6,52.92,3.36,3.78,Physical-only cells
FILLER_13_171,sg13g2_decap_8,84.96,52.92,3.36,3.78,Physical-only cells
FILLER_13_178,sg13g2_fill_2,88.32,52.92,0.96,3.78,Physical-only cells
FILLER_13_184,sg13g2_fill_2,91.2,52.92,0.96,3.78,Physical-only cells
FILLER_13_186,sg13g2_fill_1,92.16,52.92,0.48,3.78,Physical-only cells
FILLER_13_195,sg13g2_decap_4,96.48,52.92,1.92,3.78,Physical-only cells
FILLER_13_199,sg13g2_fill_2,98.4,52.92,0.96,3.78,Physical-only cells
FILLER_13_21,sg13g2_decap_8,12.96,52.92,3.36,3.78,Physical-only cells
FILLER_13_28,sg13g2_decap_8,16.32,52.92,3.36,3.78,Physical-only cells
FILLER_13_296,sg13g2_fill_1,144.96,52.92,0.48,3.78,Physical-only cells
FILLER_13_304,sg13g2_decap_8,148.8,52.92,3.36,3.78,Physical-only cells
FILLER_13_35,sg13g2_decap_8,19.68,52.92,3.36,3.78,Physical-only cells
FILLER_13_408,sg13g2_fill_1,198.72,52.92,0.48,3.78,Physical-only cells
FILLER_13_42,sg13g2_fill_1,23.04,52.92,0.48,3.78,Physical-only cells
FILLER_13_7,sg13g2_decap_8,6.24,52.92,3.36,3.78,Physical-only cells
FILLER_13_80,sg13g2_fill_1,41.28,52.92,0.48,3.78,Physical-only cells
FILLER_14_0,sg13g2_decap_8,2.88,56.7,3.36,3.78,Physical-only cells
FILLER_14_105,sg13g2_fill_1,53.28,56.7,0.48,3.78,Physical-only cells
FILLER_14_119,sg13g2_decap_8,60.0,56.7,3.36,3.78,Physical-only cells
FILLER_14_126,sg13g2_fill_2,63.36,56.7,0.96,3.78,Physical-only cells
FILLER_14_14,sg13g2_decap_8,9.6,56.7,3.36,3.78,Physical-only cells
FILLER_14_145,sg13g2_decap_4,72.48,56.7,1.92,3.78,Physical-only cells
FILLER_14_149,sg13g2_fill_1,74.4,56.7,0.48,3.78,Physical-only cells
FILLER_14_171,sg13g2_decap_8,84.96,56.7,3.36,3.78,Physical-only cells
FILLER_14_178,sg13g2_fill_1,88.32,56.7,0.48,3.78,Physical-only cells
FILLER_14_209,sg13g2_fill_1,103.2,56.7,0.48,3.78,Physical-only cells
FILLER_14_21,sg13g2_decap_8,12.96,56.7,3.36,3.78,Physical-only cells
FILLER_14_215,sg13g2_decap_8,106.08,56.7,3.36,3.78,Physical-only cells
FILLER_14_225,sg13g2_decap_4,110.88,56.7,1.92,3.78,Physical-only cells
FILLER_14_229,sg13g2_fill_1,112.8,56.7,0.48,3.78,Physical-only cells
FILLER_14_234,sg13g2_fill_2,115.2,56.7,0.96,3.78,Physical-only cells
FILLER_14_248,sg13g2_decap_8,121.92,56.7,3.36,3.78,Physical-only cells
FILLER_14_255,sg13g2_decap_8,125.28,56.7,3.36,3.78,Physical-only cells
FILLER_14_262,sg13g2_decap_8,128.64,56.7,3.36,3.78,Physical-only cells
FILLER_14_28,sg13g2_decap_8,16.32,56.7,3.36,3.78,Physical-only cells
FILLER_14_314,sg13g2_fill_1,153.6,56.7,0.48,3.78,Physical-only cells
FILLER_14_328,sg13g2_decap_8,160.32,56.7,3.36,3.78,Physical-only cells
FILLER_14_338,sg13g2_decap_8,165.12,56.7,3.36,3.78,Physical-only cells
FILLER_14_345,sg13g2_fill_1,168.48,56.7,0.48,3.78,Physical-only cells
FILLER_14_349,sg13g2_fill_1,170.4,56.7,0.48,3.78,Physical-only cells
FILLER_14_35,sg13g2_decap_8,19.68,56.7,3.36,3.78,Physical-only cells
FILLER_14_371,sg13g2_decap_8,180.96,56.7,3.36,3.78,Physical-only cells
FILLER_14_378,sg13g2_fill_2,184.32,56.7,0.96,3.78,Physical-only cells
FILLER_14_380,sg13g2_fill_1,185.28,56.7,0.48,3.78,Physical-only cells
FILLER_14_387,sg13g2_fill_1,188.64,56.7,0.48,3.78,Physical-only cells
FILLER_14_406,sg13g2_fill_2,197.76,56.7,0.96,3.78,Physical-only cells
FILLER_14_408,sg13g2_fill_1,198.72,56.7,0.48,3.78,Physical-only cells
FILLER_14_42,sg13g2_decap_4,23.04,56.7,1.92,3.78,Physical-only cells
FILLER_14_46,sg13g2_fill_1,24.96,56.7,0.48,3.78,Physical-only cells
FILLER_14_7,sg13g2_decap_8,6.24,56.7,3.36,3.78,Physical-only cells
FILLER_14_72,sg13g2_decap_4,37.44,56.7,1.92,3.78,Physical-only cells
FILLER_14_91,sg13g2_decap_8,46.56,56.7,3.36,3.78,Physical-only cells
FILLER_14_98,sg13g2_fill_2,49.92,56.7,0.96,3.78,Physical-only cells
FILLER_15_0,sg13g2_decap_8,2.88,60.48,3.36,3.78,Physical-only cells
FILLER_15_115,sg13g2_fill_2,58.08,60.48,0.96,3.78,Physical-only cells
FILLER_15_122,sg13g2_decap_4,61.44,60.48,1.92,3.78,Physical-only cells
FILLER_15_126,sg13g2_fill_1,63.36,60.48,0.48,3.78,Physical-only cells
FILLER_15_14,sg13g2_decap_8,9.6,60.48,3.36,3.78,Physical-only cells
FILLER_15_140,sg13g2_fill_2,70.08,60.48,0.96,3.78,Physical-only cells
FILLER_15_147,sg13g2_decap_4,73.44,60.48,1.92,3.78,Physical-only cells
FILLER_15_167,sg13g2_decap_4,83.04,60.48,1.92,3.78,Physical-only cells
FILLER_15_174,sg13g2_decap_8,86.4,60.48,3.36,3.78,Physical-only cells
FILLER_15_181,sg13g2_decap_8,89.76,60.48,3.36,3.78,Physical-only cells
FILLER_15_188,sg13g2_fill_2,93.12,60.48,0.96,3.78,Physical-only cells
FILLER_15_208,sg13g2_fill_1,102.72,60.48,0.48,3.78,Physical-only cells
FILLER_15_21,sg13g2_decap_8,12.96,60.48,3.36,3.78,Physical-only cells
FILLER_15_268,sg13g2_decap_8,131.52,60.48,3.36,3.78,Physical-only cells
FILLER_15_275,sg13g2_fill_2,134.88,60.48,0.96,3.78,Physical-only cells
FILLER_15_277,sg13g2_fill_1,135.84,60.48,0.48,3.78,Physical-only cells
FILLER_15_28,sg13g2_decap_4,16.32,60.48,1.92,3.78,Physical-only cells
FILLER_15_282,sg13g2_decap_4,138.24,60.48,1.92,3.78,Physical-only cells
FILLER_15_286,sg13g2_fill_2,140.16,60.48,0.96,3.78,Physical-only cells
FILLER_15_300,sg13g2_fill_2,146.88,60.48,0.96,3.78,Physical-only cells
FILLER_15_32,sg13g2_fill_1,18.24,60.48,0.48,3.78,Physical-only cells
FILLER_15_343,sg13g2_fill_2,167.52,60.48,0.96,3.78,Physical-only cells
FILLER_15_357,sg13g2_decap_4,174.24,60.48,1.92,3.78,Physical-only cells
FILLER_15_361,sg13g2_fill_1,176.16,60.48,0.48,3.78,Physical-only cells
FILLER_15_368,sg13g2_decap_8,179.52,60.48,3.36,3.78,Physical-only cells
FILLER_15_384,sg13g2_decap_4,187.2,60.48,1.92,3.78,Physical-only cells
FILLER_15_388,sg13g2_fill_1,189.12,60.48,0.48,3.78,Physical-only cells
FILLER_15_407,sg13g2_fill_2,198.24,60.48,0.96,3.78,Physical-only cells
FILLER_15_60,sg13g2_fill_2,31.68,60.48,0.96,3.78,Physical-only cells
FILLER_15_66,sg13g2_fill_1,34.56,60.48,0.48,3.78,Physical-only cells
FILLER_15_7,sg13g2_decap_8,6.24,60.48,3.36,3.78,Physical-only cells
FILLER_16_0,sg13g2_decap_8,2.88,64.26,3.36,3.78,Physical-only cells
FILLER_16_102,sg13g2_fill_1,51.84,64.26,0.48,3.78,Physical-only cells
FILLER_16_116,sg13g2_decap_8,58.56,64.26,3.36,3.78,Physical-only cells
FILLER_16_14,sg13g2_decap_8,9.6,64.26,3.36,3.78,Physical-only cells
FILLER_16_151,sg13g2_fill_2,75.36,64.26,0.96,3.78,Physical-only cells
FILLER_16_153,sg13g2_fill_1,76.32,64.26,0.48,3.78,Physical-only cells
FILLER_16_21,sg13g2_decap_8,12.96,64.26,3.36,3.78,Physical-only cells
FILLER_16_220,sg13g2_fill_1,108.48,64.26,0.48,3.78,Physical-only cells
FILLER_16_28,sg13g2_decap_8,16.32,64.26,3.36,3.78,Physical-only cells
FILLER_16_313,sg13g2_decap_8,153.12,64.26,3.36,3.78,Physical-only cells
FILLER_16_320,sg13g2_decap_4,156.48,64.26,1.92,3.78,Physical-only cells
FILLER_16_324,sg13g2_fill_1,158.4,64.26,0.48,3.78,Physical-only cells
FILLER_16_340,sg13g2_decap_8,166.08,64.26,3.36,3.78,Physical-only cells
FILLER_16_347,sg13g2_fill_1,169.44,64.26,0.48,3.78,Physical-only cells
FILLER_16_35,sg13g2_decap_8,19.68,64.26,3.36,3.78,Physical-only cells
FILLER_16_351,sg13g2_fill_2,171.36,64.26,0.96,3.78,Physical-only cells
FILLER_16_374,sg13g2_decap_8,182.4,64.26,3.36,3.78,Physical-only cells
FILLER_16_381,sg13g2_fill_2,185.76,64.26,0.96,3.78,Physical-only cells
FILLER_16_395,sg13g2_fill_1,192.48,64.26,0.48,3.78,Physical-only cells
FILLER_16_405,sg13g2_decap_4,197.28,64.26,1.92,3.78,Physical-only cells
FILLER_16_42,sg13g2_fill_2,23.04,64.26,0.96,3.78,Physical-only cells
FILLER_16_44,sg13g2_fill_1,24.0,64.26,0.48,3.78,Physical-only cells
FILLER_16_61,sg13g2_fill_2,32.16,64.26,0.96,3.78,Physical-only cells
FILLER_16_7,sg13g2_decap_8,6.24,64.26,3.36,3.78,Physical-only cells
FILLER_16_86,sg13g2_decap_8,44.16,64.26,3.36,3.78,Physical-only cells
FILLER_16_93,sg13g2_decap_4,47.52,64.26,1.92,3.78,Physical-only cells
FILLER_17_0,sg13g2_decap_8,2.88,68.04,3.36,3.78,Physical-only cells
FILLER_17_120,sg13g2_decap_4,60.48,68.04,1.92,3.78,Physical-only cells
FILLER_17_14,sg13g2_decap_8,9.6,68.04,3.36,3.78,Physical-only cells
FILLER_17_21,sg13g2_decap_8,12.96,68.04,3.36,3.78,Physical-only cells
FILLER_17_219,sg13g2_fill_1,108.0,68.04,0.48,3.78,Physical-only cells
FILLER_17_230,sg13g2_decap_4,113.28,68.04,1.92,3.78,Physical-only cells
FILLER_17_28,sg13g2_decap_8,16.32,68.04,3.36,3.78,Physical-only cells
FILLER_17_327,sg13g2_fill_2,159.84,68.04,0.96,3.78,Physical-only cells
FILLER_17_35,sg13g2_decap_8,19.68,68.04,3.36,3.78,Physical-only cells
FILLER_17_362,sg13g2_fill_1,176.64,68.04,0.48,3.78,Physical-only cells
FILLER_17_369,sg13g2_fill_2,180.0,68.04,0.96,3.78,Physical-only cells
FILLER_17_381,sg13g2_fill_2,185.76,68.04,0.96,3.78,Physical-only cells
FILLER_17_383,sg13g2_fill_1,186.72,68.04,0.48,3.78,Physical-only cells
FILLER_17_387,sg13g2_fill_1,188.64,68.04,0.48,3.78,Physical-only cells
FILLER_17_397,sg13g2_fill_1,193.44,68.04,0.48,3.78,Physical-only cells
FILLER_17_407,sg13g2_fill_2,198.24,68.04,0.96,3.78,Physical-only cells
FILLER_17_42,sg13g2_decap_4,23.04,68.04,1.92,3.78,Physical-only cells
FILLER_17_46,sg13g2_fill_2,24.96,68.04,0.96,3.78,Physical-only cells
FILLER_17_7,sg13g2_decap_8,6.24,68.04,3.36,3.78,Physical-only cells
FILLER_17_90,sg13g2_fill_2,46.08,68.04,0.96,3.78,Physical-only cells
FILLER_18_0,sg13g2_decap_8,2.88,71.82,3.36,3.78,Physical-only cells
FILLER_18_100,sg13g2_fill_2,50.88,71.82,0.96,3.78,Physical-only cells
FILLER_18_129,sg13g2_decap_4,64.8,71.82,1.92,3.78,Physical-only cells
FILLER_18_133,sg13g2_fill_2,66.72,71.82,0.96,3.78,Physical-only cells
FILLER_18_14,sg13g2_decap_8,9.6,71.82,3.36,3.78,Physical-only cells
FILLER_18_169,sg13g2_fill_1,84.0,71.82,0.48,3.78,Physical-only cells
FILLER_18_207,sg13g2_fill_1,102.24,71.82,0.48,3.78,Physical-only cells
FILLER_18_21,sg13g2_decap_8,12.96,71.82,3.36,3.78,Physical-only cells
FILLER_18_235,sg13g2_fill_1,115.68,71.82,0.48,3.78,Physical-only cells
