corner,v_volt,t_celsius,pattern,pat_name,seg0,seg1,seg2,seg3,cfg_word,clk_period_ns,capture_duty,startpoint,startpoint_reg,endpoint,endpoint_reg,endpoint_bit,path_delay_ns,arrival_ns,required_ns,slack_ns,slack_met,predicted_fmax_mhz,sensitizing_vector,sensitizing_chain_stages,global_startpoint,global_startpoint_reg,global_endpoint,global_slack_ns,global_path_delay_ns,control_startpoint,control_endpoint,control_slack_ns,run_id,git_commit,librelane_image,pdk_rev
nom_slow_1p08V_125C,1.08,125,1,worst,0,0,0,0,0x0100,20.0,0.5,_1383_,u_pat.idx[0],_1304_,result_reg[16],16,8.69,9.17,10.05,0.88,True,54.825,"a=0xFFFF,b=0x0001,cin=0",17,_1383_,u_pat.idx[0],_1304_,0.88,8.69,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,2,alt,0,0,0,0,0x0200,20.0,0.5,_1383_,u_pat.idx[0],_1288_,result_reg[0],0,2.02,2.5,10.06,7.56,True,204.918,"a=0xAAAA,b=0x5555,cin=0",1,_1383_,u_pat.idx[0],_1288_,7.56,2.02,_1291_,_1267_,5.81,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,3,hold,0,0,0,0,0x0300,20.0,0.5,,,,,,,,,,,,(no runtime-sensitizable path),,_1334_,capture_pending,_1297_,8.32,1.24,_1291_,_1267_,5.83,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,0,prbs,1,1,1,1,0x0055,20.0,0.5,_1379_,u_pat.lfsr[12],_1304_,result_reg[16],16,13.51,13.99,10.05,-3.93,False,35.894,"a=0x455D,b=0xBA8A,cin=1",12,_1380_,_0042_,_1304_,-4.02,13.59,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,1,worst,1,1,1,1,0x0155,20.0,0.5,_1383_,u_pat.idx[0],_1304_,result_reg[16],16,13.99,14.47,10.05,-4.42,False,34.674,"a=0xFFFF,b=0x0001,cin=0",17,_1383_,u_pat.idx[0],_1304_,-4.42,13.99,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,2,alt,1,1,1,1,0x0255,20.0,0.5,_1383_,u_pat.idx[0],_1288_,result_reg[0],0,2.02,2.5,10.06,7.56,True,204.918,"a=0xAAAA,b=0x5555,cin=0",1,_1383_,u_pat.idx[0],_1288_,7.56,2.02,_1291_,_1267_,5.81,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,3,hold,1,1,1,1,0x0355,20.0,0.5,,,,,,,,,,,,(no runtime-sensitizable path),,_1334_,capture_pending,_1297_,8.32,1.24,_1291_,_1267_,5.83,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,0,prbs,2,2,2,2,0x00AA,20.0,0.5,_1379_,u_pat.lfsr[12],_1304_,result_reg[16],16,18.84,19.32,10.05,-9.27,False,25.947,"a=0x455D,b=0xBA8A,cin=1",12,_1380_,_0042_,_1304_,-9.35,18.919999999999998,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,1,worst,2,2,2,2,0x01AA,20.0,0.5,_1383_,u_pat.idx[0],_1304_,result_reg[16],16,19.32,19.8,10.05,-9.75,False,25.316,"a=0xFFFF,b=0x0001,cin=0",17,_1383_,u_pat.idx[0],_1304_,-9.75,19.32,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,2,alt,2,2,2,2,0x02AA,20.0,0.5,_1383_,u_pat.idx[0],_1288_,result_reg[0],0,2.02,2.5,10.06,7.56,True,204.918,"a=0xAAAA,b=0x5555,cin=0",1,_1383_,u_pat.idx[0],_1288_,7.56,2.02,_1291_,_1267_,5.81,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,3,hold,2,2,2,2,0x03AA,20.0,0.5,,,,,,,,,,,,(no runtime-sensitizable path),,_1334_,capture_pending,_1297_,8.32,1.24,_1291_,_1267_,5.83,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,0,prbs,3,3,3,3,0x00FF,20.0,0.5,_1379_,u_pat.lfsr[12],_1304_,result_reg[16],16,24.07,24.55,10.05,-14.5,False,20.408,"a=0x455D,b=0xBA8A,cin=1",12,_1380_,_0042_,_1304_,-14.59,24.16,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,1,worst,3,3,3,3,0x01FF,20.0,0.5,_1383_,u_pat.idx[0],_1304_,result_reg[16],16,24.56,25.04,10.05,-14.99,False,20.008,"a=0xFFFF,b=0x0001,cin=0",17,_1383_,u_pat.idx[0],_1304_,-14.99,24.56,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,2,alt,3,3,3,3,0x02FF,20.0,0.5,_1383_,u_pat.idx[0],_1288_,result_reg[0],0,2.02,2.5,10.06,7.56,True,204.918,"a=0xAAAA,b=0x5555,cin=0",1,_1383_,u_pat.idx[0],_1288_,7.56,2.02,_1291_,_1267_,5.81,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,3,hold,3,3,3,3,0x03FF,20.0,0.5,,,,,,,,,,,,(no runtime-sensitizable path),,_1334_,capture_pending,_1297_,8.32,1.24,_1291_,_1267_,5.83,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,0,prbs,3,0,0,0,0x0003,20.0,0.5,_1379_,u_pat.lfsr[12],_1304_,result_reg[16],16,12.309999999999999,12.79,10.05,-2.73,False,39.277,"a=0x455D,b=0xBA8A,cin=1",12,_1380_,_0042_,_1304_,-2.82,12.389999999999999,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,1,worst,3,0,0,0,0x0103,20.0,0.5,_1383_,u_pat.idx[0],_1304_,result_reg[16],16,12.79,13.27,10.05,-3.22,False,37.821,"a=0xFFFF,b=0x0001,cin=0",17,_1383_,u_pat.idx[0],_1304_,-3.22,12.79,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,2,alt,3,0,0,0,0x0203,20.0,0.5,_1383_,u_pat.idx[0],_1288_,result_reg[0],0,2.02,2.5,10.06,7.56,True,204.918,"a=0xAAAA,b=0x5555,cin=0",1,_1383_,u_pat.idx[0],_1288_,7.56,2.02,_1291_,_1267_,5.81,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,3,hold,3,0,0,0,0x0303,20.0,0.5,,,,,,,,,,,,(no runtime-sensitizable path),,_1334_,capture_pending,_1297_,8.32,1.24,_1291_,_1267_,5.83,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,0,prbs,0,0,0,3,0x00C0,20.0,0.5,_1379_,u_pat.lfsr[12],_1304_,result_reg[16],16,12.129999999999999,12.61,10.05,-2.56,False,39.809,"a=0x455D,b=0xBA8A,cin=1",12,_1380_,_0042_,_1304_,-2.64,12.219999999999999,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,1,worst,0,0,0,3,0x01C0,20.0,0.5,_1383_,u_pat.idx[0],_1304_,result_reg[16],16,12.62,13.1,10.05,-3.04,False,38.344,"a=0xFFFF,b=0x0001,cin=0",17,_1383_,u_pat.idx[0],_1304_,-3.04,12.62,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,2,alt,0,0,0,3,0x02C0,20.0,0.5,_1383_,u_pat.idx[0],_1288_,result_reg[0],0,2.02,2.5,10.06,7.56,True,204.918,"a=0xAAAA,b=0x5555,cin=0",1,_1383_,u_pat.idx[0],_1288_,7.56,2.02,_1291_,_1267_,5.81,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,3,hold,0,0,0,3,0x03C0,20.0,0.5,,,,,,,,,,,,(no runtime-sensitizable path),,_1334_,capture_pending,_1297_,8.32,1.24,_1291_,_1267_,5.83,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,0,prbs,2,1,3,0,0x0036,20.0,0.5,_1379_,u_pat.lfsr[12],_1304_,result_reg[16],16,16.15,16.63,10.05,-6.57,False,30.175,"a=0x455D,b=0xBA8A,cin=1",12,_1380_,_0042_,_1304_,-6.66,16.23,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,1,worst,2,1,3,0,0x0136,20.0,0.5,_1383_,u_pat.idx[0],_1304_,result_reg[16],16,16.63,17.11,10.05,-7.06,False,29.308,"a=0xFFFF,b=0x0001,cin=0",17,_1383_,u_pat.idx[0],_1304_,-7.06,16.63,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,2,alt,2,1,3,0,0x0236,20.0,0.5,_1383_,u_pat.idx[0],_1288_,result_reg[0],0,2.02,2.5,10.06,7.56,True,204.918,"a=0xAAAA,b=0x5555,cin=0",1,_1383_,u_pat.idx[0],_1288_,7.56,2.02,_1291_,_1267_,5.81,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,3,hold,2,1,3,0,0x0336,20.0,0.5,,,,,,,,,,,,(no runtime-sensitizable path),,_1334_,capture_pending,_1297_,8.32,1.24,_1291_,_1267_,5.83,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,0,prbs,1,2,0,3,0x00C9,20.0,0.5,_1379_,u_pat.lfsr[12],_1304_,result_reg[16],16,16.15,16.63,10.05,-6.58,False,30.157,"a=0x455D,b=0xBA8A,cin=1",12,_1380_,_0042_,_1304_,-6.67,16.24,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,1,worst,1,2,0,3,0x01C9,20.0,0.5,_1383_,u_pat.idx[0],_1304_,result_reg[16],16,16.64,17.12,10.05,-7.07,False,29.291,"a=0xFFFF,b=0x0001,cin=0",17,_1383_,u_pat.idx[0],_1304_,-7.07,16.64,_1291_,_1267_,5.74,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,2,alt,1,2,0,3,0x02C9,20.0,0.5,_1383_,u_pat.idx[0],_1288_,result_reg[0],0,2.02,2.5,10.06,7.56,True,204.918,"a=0xAAAA,b=0x5555,cin=0",1,_1383_,u_pat.idx[0],_1288_,7.56,2.02,_1291_,_1267_,5.81,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
nom_slow_1p08V_125C,1.08,125,3,hold,1,2,0,3,0x03C9,20.0,0.5,,,,,,,,,,,,(no runtime-sensitizable path),,_1334_,capture_pending,_1297_,8.32,1.24,_1291_,_1267_,5.83,35034979531,0a7cd5edd8cea7a45085898f84db403c93b25af0,ghcr.io/librelane/librelane:3.0.5,c4b8b4e5e7a05f375cca3815d51b3a37721fbf5c
